0|689002085|||100496|1|0
0|363002173|||100795|1|0
0|406004794|||100832|1|0
613.545|831060722|||104982|1|0
973|225002602|||102427|1|0
5214|208002003|||101652|1|0
30777|406004120|||101421|1|0
40292|583015182|||2888|1|0
40305|924002053|||103824|1|0
48978|599003074|||101549|1|0
101576|599002866|||101261|1|0
105802|599002691||||0|1
266790|547039902|||7285|1|0
363887|703060886|||100720|1|0
901178|903002004|||103833|1|0
901615|470003794|||101456|1|0
10014496|406004582|||102087|1|0
10030865|510053078|||6455|1|0
10045565|152031673|||105356|1|0
10050563|385030703|||102172|1|0
10050940|406004089|||101013|1|0
10054073|599002174||||0|1
10055609|406002245|||101104|1|0
10057046|406004597|||101206|1|0
10057051|599002144||||0|1
10058657|689002085|||100506|1|0
10060441|303003643|||101039|1|0
10070935|919002315|||100582|1|0
10193574|406002004|||101045|1|0
11004839|599002192||||0|1
11014848|152011068|||101962|1|0
11015560|908049276|||101775|1|0
11024647|303002132||||0|1
11026781|924002053|||103821|1|0
11030838|406003686|||101950|1|0
11038401|394002473|||101425|1|0
11065504|881002661|||100746|1|0
11074545|547039722|||1798|1|0
11088847|406004624|||101645|1|0
11088848|547002047|||101030|1|0
11090617|572002002|||101943|1|0
11094368|698002770|||102590|1|0
11096890|255002010|||102096|1|0
11124388|406002594|||45030|1|0
11125734|908032170|||101113|1|0
11132253|406003743|||100926|1|0
11151888|599002142||||0|1
11525539|831032742|||100908|1|0
11525680|295002147|||101840|1|0
12000509|534002106|||7891|1|0
12001691|385096008|||102578|1|0
12002136|109002032||||0|1
12007469|596002075|||1886|1|0
12018111|908017935|||101845|1|0
12018136|434002289|||101443|1|0
12027232|831180417|||2945|1|0
12060685|303003155|||100902|1|0
12061928|201002043|||1635|1|0
13024118|602002103|||101610|1|0
13024386|406002639|||102082|1|0
13109660|969002122|||100943|1|0
13109667|109002321|||101466|1|0
13122601|831018903|||100360|1|0
14006056|243002008|||103810|1|0
14011918|831022250|||101995|1|0
14013779|547008794|||100837|1|0
14016291|843002206|||100528|1|0
14030399|908035856|||102438|1|0
14094643|152003134|||100356|1|0
45001934|152024411|||101580|1|0
64103171|435002001|||103951|1|0
84168207|547107101|||7922|1|0
87043560|198016893|||102290|1|0
87550945|385069210|||100548|1|0
88531603|865005329|||103797|1|0
89737127|881003173|||103981|1|0
89822164|385015446|||100314|1|0
89822447|908060031|||101611|1|0
90010923|303003844||||0|1
90500016|599002874|||100715|1|0
91001737|596002141|||3930|1|0
91024292|599002157||||0|1
91213833|406004576||||0|1
92001683|599002874|||100714|1|0
94000158|831046333|||101525|1|0
94001034|434003210|||102272|1|0
94001039|602002505|||106142|1|0
95000250|668002013|||100659|1|0
95000294|881003123|||100828|1|0
95000810|382002024|||101875|1|0
95000894|843002206|||100525|1|0
95010998|272002005|||100848|1|0
95014387|599002794||||0|1
95015567|406004584|||100618|1|0
95071431|881002986|||101032|1|0
95073351|272002005|||100849|1|0
95500842|466002003|||100646|1|0
96000132|578002001|||100654|1|0
96001322|601002636|||100745|1|0
96001350|550002011|||100650|1|0
96001374|908062844|||102249|1|0
96001442|843002206|||100524|1|0
96001491|698002577|||101168|1|0
96001541|583087612|||101900|1|0
96001911|406003464|||101572|1|0
96002007|908047309|||102248|1|0
96002018|881002224|||101773|1|0
96002165|152017579|||102295|1|0
96002169|202002105|||101968|1|0
96002176|596002262|||102093|1|0
96002191|406003457|||100700|1|0
96002211|152032610|||101582|1|0
96002271|583080926|||101688|1|0
96002274|406004409|||101730|1|0
96002314|599002874|||100718|1|0
96002332|583036393||||0|1
96002346|599002874|||101755|1|0
96002351|152018228|||101184|1|0
96002352|602002951|||102238|1|0
96002361|964002003|||101721|1|0
96002362|698002739|||101574|1|0
96002453|556002158|||100651|1|0
96002472|406002596|||5811|1|0
96002477|510066350|||100474|1|0
96002522|924002053|||103818|1|0
96002534|152018504|||101965|1|0
96002539|924002053|||103817|1|0
96002556|556002376|||100653|1|0
96009578|406004616|||101493|1|0
96128175|326002564|||101284|1|0
96128185|881003313|||101253|1|0
96141581|225002698|||101613|1|0
96146487|446003833|||100485|1|0
96147173|406004714|||100620|1|0
96151282|602002429|||100845|1|0
96154309|152024627|||102196|1|0
96158522|323002010|||101656|1|0
96158552|521002003|||101678|1|0
96158648|924002053|||103820|1|0
96158669|831037412|||102212|1|0
96161579|202002006|||101651|1|0
96162781|406003683|||100640|1|0
96162798|583079860|||101790|1|0
96162810|689002085|||100493|1|0
96162868|297002008|||101367|1|0
96165567|406003400|||101746|1|0
96167022|547040865|||101187|1|0
96171116|943002012|||102159|1|0
96171162|406004570|||101492|1|0
96171220|583079195|||100730|1|0
96171221|152010725|||100810|1|0
96178357|881003239|||101753|1|0
96178395|303003379|||101728|1|0
96178404|824002013|||101710|1|0
96178435|434003096|||100790|1|0
96180933|831065564|||101867|1|0
96180937|406002473|||101922|1|0
96180969|152003037|||101578|1|0
96181025|659002016|||100657|1|0
96191809|303004506|||101796|1|0
96191839|406004404|||101483|1|0
96191853|406004415|||100930|1|0
96196382|881002313|||101003|1|0
96196394|831049692|||101526|1|0
96196400|510066146|||102458|1|0
96201615|152018215|||101346|1|0
96211048|115004399|||103793|1|0
96211067|152025231|||101581|1|0
96517245|969002072|||100942|1|0
96521784|689002085|||100491|1|0
96521809|275002006|||101654|1|0
96521810|152019447|||101732|1|0
96525010|831039685|||101792|1|0
96525016|924002053|||103822|1|0
96526824|281002004|||102407|1|0
96531404|303004505|||101795|1|0
96531438|583052189|||102009|1|0
97000179|357002007|||100635|1|0
97000350|602002585|||101636|1|0
97000363|324002009|||101657|1|0
97000495|881002360|||101175|1|0
97000528|698002757|||101508|1|0
97000533|831062509|||101193|1|0
97000600|583052886|||102234|1|0
97000603|316002007|||100361|1|0
97000652|602002499|||102423|1|0
97000669|881002544|||101155|1|0
97000699|152017041|||101882|1|0
97001325|152033442|||100449|1|0
97001467|703041811|||101429|1|0
97001533|547083550|||100695|1|0
97001610|865005329|||103796|1|0
