3007528240W16|85207205|KENTMETERS||82023042|KENTMETERS||0|10033203|10033199
3007528240W16|85207205|KENTMETERS||01528150|PONTAMOUSSON||0|10033203|10033206
3007792983W15|11M550358|KENTMETERS||93030405|KENTMETERS||0|13430284|10004456
3007817021W12|04HA025411|SCHLUMBERGER||13MA201642|ACTARIS||0|10042322|13789164
3007818036W14|14BU094144|ACTARIS||15MA002631|ACTARIS||0|13938463|13940471
|12BU055953|SCHLUMBERGER||98100564|KENTMETERS||1|13495192|10008395
300514352XW1X|00384938|KENTMETERS||01841379|SCHLUMBERGER||0|10500965|10499003
3005193500W16|14BU090455|SCHLUMBERGER||04004347|SCHLUMBERGER||0|14088731|13185104
3005193527W10|07106018|SCHLUMBERGER||00554033|NEPTUNE||0|10053652|10053659
3005193594W11|12M114438|SCHLUMBERGER||12M183402|KENTMETERS||0||13553338
3005193624W11|11030724|SCHLUMBERGER||06033180|SCHLUMBERGER||0|13392789|13183894
3005193667W10|90205870|KENTMETERS||00537099|NEPTUNE||0|10054599|10054604
3005193683W15|14JU003473|SCHLUMBERGER||05466963|PONTAMOUSSON||0|13922894|10054618
300519485XW1X|15JC041981|ACTARIS||15JE098301|ACTARIS||0|14077993|14077994
3005194876W14|02210714|SOCAMOUSSON||05613454|SOCAMOUSSON||0|10055435|10055440
3005194906W14|15BU0105437|ACTARIS||14MA100483|ACTARIS||0||
3005194957W10|05380002A|SOCAMOUSSON||05449242|SOCAMOUSSON||0|10000614|10000618
3005195007W10|12KC012351|SCHLUMBERGER||09084764|SCHLUMBERGER||0|13464460|10000687
300519504XW1X|04755693|SOCAMOUSSON||86946577|KENTMETERS||0|10000697|10000700
3005196186W14|15JE116506|ACTARIS||96525465|KENTMETERS||0|14112956|10001202
3005196232W19|11013380|ACTARIS||11005304|ACTARIS||0|13257882|13329034
3005196518W17|00011935|KENTMETERS||10160444|ACTARIS||0|10002035|14202449
3005196518W17|00011935|KENTMETERS||16MU078013|ACTARIS||0|10002035|
3005196518W17|00011935|KENTMETERS||00007350|KENTMETERS||0|10002035|10002058
3005196518W17|00011935|KENTMETERS||00010654|KENTMETERS||0|10002035|10002043
3005196518W17|00011935|KENTMETERS||10160447|ACTARIS||0|10002035|14202450
300519776XW1X|07101211|SCHLUMBERGER||06800335|SCHLUMBERGER||0|10002066|10786248
3005197778W17|04041742|KENTMETERS||12JB041590|ACTARIS||0|10002078|13887773
3005197778W17|04041742|KENTMETERS||15MA195666|ACTARIS||0|10002078|14116560
3005197824W11|05524268|PONTAMOUSSON||00016769|KENTMETERS||0|10002105|10002109
3005197824W11|05524268|PONTAMOUSSON||03675235|SOCAMOUSSON||0|10002105|10002113
3005197840W16|05471999|PONTAMOUSSON||05469729|PONTAMOUSSON||0|10002117|10002120
3005197875W18|97282125|KENTMETERS||00016846|KENTMETERS||0|10002738|10002743
3005197875W18|97282125|KENTMETERS||97554463|KENTMETERS||0|10002738|10002749
3005197956W14|15BU020269|SCHLUMBERGER||97568869|KENTMETERS||0|13971304|10002798
3005198057W10|04132407|SOCAMOUSSON||98448704|KENTMETERS||0|10002854|10002859
3005198057W10|04132407|SOCAMOUSSON||86947550|KENTMETERS||0|10002854|10002863
3005198103W15|93030907|KENTMETERS||82201943|KENTMETERS||0|10002898|10002900
3005198111W12|13KE078177|ACTARIS||06575418|SOCAMOUSSON||0|13739658|10003527
3005201082W19|06LU038621|SCHLUMBERGER||92044381|KENTMETERS||0|10005265|10005226
3005203956W14|14M242184|KENTMETERS||11MA021327|ACTARIS||0|13947679|13265450
3005205258W17|03010520A|SCHLUMBERGER||97539529|KENTMETERS||0|13189891|10036990
3005208109W13|04053806|SCHLUMBERGER||85000181|KENTMETERS||0|13184311|10016241
3005209342W19|0442026321|UNKNOWN||99211401|KENTMETERS||0|10016899|10016904
3005209342W19|0442026321|UNKNOWN||05060097|SCHLUMBERGER||0|10016899|10016907
