803002685|10556928
938002195|10578455
840002724|10100821
257002325|10760678
538002514|10890741
992009296|10085693
681002740|10433635
393002263|10867095
794002643|10045721
925002474|10902532
358002214|10049117
653002355|10730834
804004414|10770157
788002340|10182410
968002758|10769841
808002444|10013376
551002428|10128374
517002219|10851968
190002194|10562858
599002306|10591012
635002613|10945381
576002201|10350645
318002443|10024336
575002289|10333415
378002339|11001615
470004499|10753065
426002364|10644504
697002134|10031518
651002200|10623431
505002364|11176166
974002278|10080040
367002447|11111166
107002339|10392613
273002403|10650364
659002641|11178041
173002370|10043473
897002750|10339027
500002409|10025320
556004242|13495192
696004479|13505357
719006091|13500890
166015242|13492069
969004430|13504139
976002397|13312361
151004718|14122726
688002974|13447226
216003956|13458129
746004016|13451790
232002079|13456795
123003350|13464122
126003643|13474124
129004086|13450135
635006606|13451572
683004614|13470733
822033546|13441657
662002848|13469128
865003037|13423506
611003814|13429747
391002302|13431905
130004210|13417371
760002546|13371799
130003612|13431615
643003646|13767127
562004652|13433076
754004772|13418385
199006127|13434750
541003433|13404715
886003755|14198805
240002490|13396993
375004561|13411546
122002844|13404020
716003609|13406463
946003548|13412366
593003224|13368087
849002995|13326503
711002213|10655088
435002290|10398975
718002234|10686157
443002544|13183865
883002237|10792904
964002545|10887594
739002299|10886459
150002193|10746057
953002460|10324172
607002676|13183854
754002644|10767299
408002290|10031999
380002306|10901774
721002439|10126808
354002552|10919159
829002185|10751309
234027420|10730252
893003044|10682331
134002377|10056788
470004017|10728549
771003215|10039234
120002331|10369444
581004204|10749493
698008990|10911449
335002294|10966118
395002482|11044822
295002257|11280116
865002353|10922836
118002421|10003457
244002073|10449779
902002230|10874792
861002458|10084176
163002107|10750940
832002168|10912795
898002582|10695440
131002334|10707669
891002501|10926734
162002300|10354697
821003294|13373398
470026842|13401128
105005454|13414306
313002841|13397751
135004057|13248666
105005068|13403696
105004932|13413201
719005880|13381936
573002609|13367530
959003598|13391593
335003748|13385985
210003100|13215041
648003467|13367714
136007754|13379953
174002187|13327843
609003930|13282863
263002824|13322953
136005576|13368845
937002638|13219637
815003629|13607161
332004464|13366381
332004261|13369871
886003730|13356326
273005250|13362548
127002750|13373705
626003239|13367040
232002070|13342751
109004206|13354704
918017153|13371659
145004063|13359737
105003894|13370249
220002364|13336293
416002314|13334751
603003141|13224549
729003025|14198787
458003483|13332827
625003328|14218030
343002497|10426558
515002297|10902064
405002148|10529619
107002306|11040817
362002410|11266724
751002551|10650382
178002478|11193108
395002348|10009785
790002266|10971805
401002305|10311910
116002131|10887420
423002400|11012849
367002354|10647342
791002475|11152527
332002361|10069582
857016035|10053928
656002309|10735412
395002427|10682338
692016535|10657648
317002149|10093833
892002353|10357271
805002367|10596355
455002515|10971766
512002377|10739423
956002263|10894569
960002319|11006403
487002425|10766377
376002081|10003799
659002494|10974316
426002296|10022984
794002399|10923604
429002537|10674801
830002032|10907920
834002303|10015651
184002237|10910993
516002324|10912875
