185423|DWRCYMRU|3005154971S1X|10339662|DWRCYMRU
11070390|DWRCYMRU|3005011984S19|13292264|DWRCYMRU
AE141418|DWRCYMRU|3006775627S18|10646728|DWRCYMRU
12BU096594|DWRCYMRU|3007616409S10|13569396|DWRCYMRU
13MA144953|DWRCYMRU|3006779029S10|13681038|DWRCYMRU
14MA068925|DWRCYMRU|3005013235S15||DWRCYMRU
5826837|DWRCYMRU|3006779878S14|10597936|DWRCYMRU
4008602|DWRCYMRU|3007297826S11|10517196|DWRCYMRU
4005522|DWRCYMRU|300500239XS17|10486646|DWRCYMRU
6024519|DWRCYMRU|3005002446S11|10619666|DWRCYMRU
