959002236|10600-ST1
434003285|10762-ST1
255002018|10762-ST1
535002262|10770-ST1
698002002|10770-ST1
596002100|10770-ST1
831008520|10770-ST1
698002513|10672-ST1
698002456|10672-ST1
535002391|10672-ST1
602002325|10672-ST1
198021948|10672-ST1
535002260|10709-ST1
698002636|10709-ST1
599002024|10709-ST1
152025531|10709-ST1
789002269|10709-ST1
510102994|10709-ST1
434002069|10568-ST1
461002488|10606-ST1
522002061|10627-ST1
792002046|10627-ST1
225002583|10659-ST1
698002752|10660-ST1
790002086|10660-ST1
658002121|10660-ST1
225002616|10660-ST1
225002017|10660-ST1
434003655|10660-ST1
790002043|10660-ST1
698002795|10660-ST1
434003365|10660-ST1
303004479|10660-ST1
326002564|10660-ST1
658002126|10660-ST1
698002789|10660-ST1
115002065|10660-ST1
115002065|10660-ST1
983002055|10660-ST1
322002144|10660-ST1
326002564|10660-ST1
738002026|10660-ST1
658002126|10660-ST1
658002126|10660-ST1
658002126|10660-ST1
363002020|10660-ST1
601051983|10660-ST1
364002087|10660-ST1
599002887|10660-ST1
699002093|10660-ST1
831214494|10660-ST1
658002098|10660-ST1
406002057|10660-ST1
406004594|10660-ST1
225002022|10660-ST1
583071504|10660-ST1
225002040|10675-ST1
123002321|10675-ST1
522002060|10656-ST1
792002057|10656-ST1
792002065|10656-ST1
152031575|10656-ST1
703069322|10656-ST1
855002159|10656-ST1
270002085|10656-ST1
792002052|10656-ST1
792002020|10560-ST1
698002003|10686-ST1
889002012|10686-ST1
698002004|10710-ST1
522002034|10710-ST1
602002312|10710-ST1
225002426|10802-ST1
225002426|10802-ST1
225002426|10802-ST1
225002426|10802-ST1
225002426|10802-ST1
225002426|10802-ST1
831189447|10802-ST1
608002441|10802-ST1
698002512|10802-ST1
434002011|10884-ST1
698002496|10884-ST1
698002759|10884-ST1
535002432|10884-ST1
535002259|10884-ST1
434002078|10884-ST1
698002499|10884-ST1
434002011|10884-ST1
434003607|10884-ST1
225002049|10884-ST1
599002885|10884-ST1
599003088|10884-ST1
225002002|10884-ST1
599002908|10884-ST1
698002486|10884-ST1
790002095|10884-ST1
601070832|10884-ST1
698002489|10884-ST1
756002020|10884-ST1
152002006|10884-ST1
831142406|10884-ST1
82002104|10884-ST1
698002490|10884-ST1
599002908|10884-ST1
152013165|10884-ST1
510038056|10884-ST1
831002490|10884-ST1
834002374|10884-ST1
834002374|10884-ST1
152005915|10884-ST1
152012833|10884-ST1
878002332|10884-ST1
434003124|10884-ST1
698002675|10884-ST1
510075744|10887-ST1
434002074|10778-ST1
249002207|10899-ST1
249002207|10899-ST1
599002964|10899-ST1
406004395|10899-ST1
522002055|10899-ST1
434003297|10899-ST1
698002688|10904-ST1
698002617|10904-ST1
434003672|10910-ST1
602002323|10910-ST1
225002657|10910-ST1
434002040|10910-ST1
434002040|10910-ST1
225002009|10910-ST1
632002008|10910-ST1
835002030|10910-ST1
225002009|10910-ST1
589002336|10910-ST1
225002009|10910-ST1
238002013|10910-ST1
152024213|10910-ST1
225002009|10910-ST1
225002013|10910-ST1
225002013|10910-ST1
881003547|10910-ST1
698002735|10910-ST1
698002765|10910-ST1
579002013|10910-ST1
579002013|10910-ST1
225002657|10910-ST1
743002017|10910-ST1
698002687|10910-ST1
225002009|10910-ST1
698002436|10910-ST1
698002651|10910-ST1
698002535|10910-ST1
698002656|10910-ST1
225002596|10910-ST1
698002503|10910-ST1
434002019|10910-ST1
698002736|10910-ST1
834002009|10910-ST1
154002142|10910-ST1
225002006|10910-ST1
319002506|10910-ST1
303002051|10910-ST1
225002016|10918-ST1
152006523|10794-ST1
535002263|10794-ST1
201002148|10811-ST1
201002148|10811-ST1
522002014|10811-ST1
198034856|10819-ST1
343002500|10817-ST1
225002044|10821-ST1
698002721|10821-ST1
698002009|10950-ST1
423002008|10950-ST1
423002008|10950-ST1
698002011|10954-ST1
596002624|10929-ST1
57002091|10929-ST1
535002248|10929-ST1
535002449|10929-ST1
698002756|10929-ST1
698002493|10929-ST1
698002713|10929-ST1
943002387|10929-ST1
152031644|10929-ST1
698002724|10929-ST1
225002634|10852-ST1
313003004|10852-ST1
225002428|11105-ST1
596002316|11105-ST1
434002879|11105-ST1
599002880|11105-ST1
698002013|11105-ST1
596002317|11105-ST1
599002884|11105-ST1
599002884|11105-ST1
599002884|11105-ST1
599002884|11105-ST1
599002884|11105-ST1
599002884|11105-ST1
698002653|11105-ST1
602002272|11105-ST1
596002621|11105-ST1
596002547|11105-ST1
596002428|11105-ST1
596002545|11105-ST1
420002002|11105-ST1
698002787|11105-ST1
596002549|11105-ST1
596002660|11105-ST1
535002005|11105-ST1
599003112|11105-ST1
406003769|11105-ST1
434002931|11105-ST1
596002628|11105-ST1
596002688|11105-ST1
853002013|11105-ST1
599003041|11105-ST1
537002090|11105-ST1
434003600|11105-ST1
434003097|11105-ST1
596002546|11105-ST1
324002017|11105-ST1
434002893|11105-ST1
493002272|11111-ST1
261002231|11111-ST1
261002231|11111-ST1
831049444|11105-ST1
583002738|11105-ST1
602002202|11105-ST1
898002699|11105-ST1
225002427|11111-ST1
599003043|11111-ST1
599003043|11111-ST1
599003043|11111-ST1
406003752|11111-ST1
698002017|11111-ST1
547019472|11111-ST1
698002016|11111-ST1
443002375|11111-ST1
201002147|11111-ST1
872002032|11111-ST1
237002115|11111-ST1
625002384|11111-ST1
295002129|11111-ST1
781002557|11111-ST1
279002411|11111-ST1
698002020|11000-ST1
698002022|11000-ST1
698002024|11000-ST1
698002028|11000-ST1
698002029|11000-ST1
434003675|11000-ST1
434003676|11000-ST1
790002010|11000-ST1
658002077|11000-ST1
698002039|11000-ST1
434003450|11000-ST1
790002011|11000-ST1
698002047|11000-ST1
876002008|11000-ST1
599003144|11000-ST1
535002009|11000-ST1
698002050|11000-ST1
698002051|11000-ST1
790002012|11000-ST1
698002052|11000-ST1
698002054|14499-ST1
434003677|14499-ST1
434003678|14499-ST1
373002015|14499-ST1
518002024|14499-ST1
434003679|14499-ST1
698002056|14499-ST1
164002068|14499-ST1
344002582|14499-ST1
596002437|14930-ST1
596002656|14930-ST1
535002010|14930-ST1
225002432|14930-ST1
599002995|14930-ST1
596002552|14930-ST1
303004145|14930-ST1
969002905|14930-ST1
698002058|14930-ST1
434002930|14930-ST1
596002408|11105-ST1
698002060|14930-ST1
596002691|14930-ST1
599002966|14930-ST1
596002538|14930-ST1
262002086|14930-ST1
152002753|14930-ST1
455002215|14930-ST1
438002133|14930-ST1
596002474|14930-ST1
583058366|14930-ST1
547002696|14930-ST1
601044656|14930-ST1
270002067|14930-ST1
583038467|14930-ST1
908053991|14930-ST1
509002291|14930-ST1
703048762|14930-ST1
596002539|14930-ST1
698002061|11000-ST1
698002062|11000-ST1
698002064|11000-ST1
698002064|11000-ST1
698002065|11000-ST1
698002065|11000-ST1
698002067|11000-ST1
698002068|11000-ST1
658002154|11000-ST1
790002045|11000-ST1
698002070|11000-ST1
658002072|11000-ST1
698002071|11000-ST1
908041920|11000-ST1
790002049|11000-ST1
434003680|11000-ST1
434003680|11000-ST1
698002075|11000-ST1
790002047|11000-ST1
658002036|11000-ST1
790002046|11000-ST1
698002065|11000-ST1
698002076|11000-ST1
698002077|11000-ST1
500002010|11000-ST1
958002013|11000-ST1
47002027|11000-ST1
562002078|11000-ST1
969002959|11000-ST1
230002156|11000-ST1
529002192|11000-ST1
471002073|11000-ST1
698002046|11000-ST1
575002163|11000-ST1
583027957|11000-ST1
994002321|11000-ST1
539002433|11000-ST1
658002152|11000-ST1
360002319|11000-ST1
698002079|11000-ST1
761002203|11000-ST1
366002112|11000-ST1
543002284|11000-ST1
286002086|11000-ST1
322002533|11000-ST1
296002309|11000-ST1
641002399|11000-ST1
535002100|11000-ST1
662002342|11000-ST1
154002269|11000-ST1
225002478|11000-ST1
596002321|14930-ST1
197002042|14930-ST1
602002098|14930-ST1
596002543|14930-ST1
967002025|14930-ST1
270002002|14930-ST1
270002002|14930-ST1
434002894|14930-ST1
698002616|14930-ST1
912002059|14930-ST1
596002644|14930-ST1
489002007|14930-ST1
370002057|14930-ST1
596002533|14930-ST1
596002427|14930-ST1
596002695|14930-ST1
913002130|14930-ST1
583109122|14930-ST1
703032729|14930-ST1
406004750|14930-ST1
152028024|14930-ST1
958002421|14930-ST1
850013285|14930-ST1
406003777|14930-ST1
406003777|14930-ST1
434002910|14930-ST1
535002011|14930-ST1
602002285|14930-ST1
599002479|11000-ST1
599002479|11000-ST1
535002240|11000-ST1
434002880|11000-ST1
596002542|11109-ST1
434002908|11109-ST1
602002239|11109-ST1
434003685|11108-ST1
698002084|11108-ST1
698002087|11108-ST1
698002088|11108-ST1
252002009|11108-ST1
434003684|11108-ST1
434003684|11108-ST1
698002091|11108-ST1
683002419|11108-ST1
698002094|11108-ST1
571002259|11108-ST1
318002324|11108-ST1
541002540|11108-ST1
897002810|11108-ST1
415002714|11108-ST1
884002531|11108-ST1
698002510|10963-ST1
831048368|10963-ST1
943002190|10963-ST1
468002295|10963-ST1
434003374|10963-ST1
225002587|10963-ST1
201002151|10963-ST1
303003518|10963-ST1
698002444|10963-ST1
820002002|11099-ST1
820002002|11099-ST1
984002003|14930-ST1
698002102|14930-ST1
434003690|14930-ST1
