1520200250112|UNKNOWN|15202002501|0.00|
152020025014|UNKNOWN|15202002501|0.00|
152020025015|UNKNOWN|15202002501|0.00|
152020025017|UNKNOWN|15202002501|0.00|
152020025018|UNKNOWN|15202002501|0.00|
152020025019|UNKNOWN|15202002501|0.00|
152020025021|UNKNOWN|15202002502|100.00|
10MA163243|UNKNOWN|15202007001|100.00|
152020103018|UNKNOWN|15202010301|0.00|
152020109011|UNKNOWN|15202010901|100.00|
152020109012|UNKNOWN|15202010901|0.00|
152020109021|UNKNOWN|15202010902|100.00|
152020110012|UNKNOWN|15202011001|100.00|
152020112011|UNKNOWN|15202011201|100.00|
152020112012|UNKNOWN|15202011201|100.00|
152030031021|UNKNOWN|15203003102|0.00|
152030031022|UNKNOWN|15203003102|0.00|
152030033011|UNKNOWN|15203003301|100.00|
152120005012|UNKNOWN|15212000501|100.00|
152120006011|UNKNOWN|15212000601|100.00|
152120006012|UNKNOWN|15212000601|100.00|
152190058012|UNKNOWN|15219005801|100.00|
152190060011|UNKNOWN|15219006001|100.00|
152640009011|UNKNOWN|15264000901|100.00|
13XF102152|ACTARIS|06308107001|0.00|13795499
155190006011|UNKNOWN|15519000601|100.00|
155550005012|UNKNOWN|15555000501|100.00|
155550026014|UNKNOWN|15555002601|100.00|
155550040021|UNKNOWN|15555004002|100.00|
155550040022|UNKNOWN|15555004002|100.00|
155550048011|UNKNOWN|15555004801|100.00|
155550050011|UNKNOWN|15555005001|100.00|
155550052011|UNKNOWN|15555005201|100.00|
10050926|KENTMETERS|10102010500|0.00|10657165
14KC138102|ACTARIS|12501006101|0.00|13955184
14KC138102|ACTARIS|12501006102|0.00|13955184
97013321C|KENTMETERS|07008515901|0.00|
112040380021|UNKNOWN|11204038002|100.00|
112040380022|UNKNOWN|11204038002|100.00|
112040383011|UNKNOWN|11204038301|100.00|
11029966|UNKNOWN|11204038701|100.00|
112040395012|UNKNOWN|11204039501|100.00|
112040395013|UNKNOWN|11204039501|100.00|
10017675|UNKNOWN|11204040001|100.00|
99361589|UNKNOWN|11204040001|0.00|
99361607|UNKNOWN|11204040001|0.00|
95386276|UNKNOWN|11204040001|0.00|
5094374|UNKNOWN|11204040001|0.00|
8529049|UNKNOWN|11204040001|0.00|
498847/05|UNKNOWN|11204040001|0.00|
112040406012|UNKNOWN|11204040601|0.00|
112040408012|UNKNOWN|11204040801|100.00|
112040410012|UNKNOWN|11204041001|100.00|
112040416011|UNKNOWN|11204041601|100.00|
112040419012|UNKNOWN|11204041901|100.00|
112040419013|UNKNOWN|11204041901|100.00|
112040420011|UNKNOWN|11204042001|100.00|
112040421011|UNKNOWN|11204042101|100.00|
112040424011|UNKNOWN|11204042401|100.00|
113010042019|UNKNOWN|11301004201|100.00|
113010043012|UNKNOWN|11301004301|0.00|
113010045014|UNKNOWN|11301004501|0.00|
113010045015|UNKNOWN|11301004501|0.00|
113010046012|UNKNOWN|11301004601|100.00|
113010046013|UNKNOWN|11301004601|100.00|
113010046014|UNKNOWN|11301004601|100.00|
113070007012|UNKNOWN|11307000701|100.00|
113100002011|UNKNOWN|11310000201|100.00|
113110006013|UNKNOWN|11311000601|100.00|
113140001013|UNKNOWN|11314000101|100.00|
113150021015|UNKNOWN|11315002101|100.00|
113160002011|UNKNOWN|11316000201|100.00|
113170002012|UNKNOWN|11317000201|100.00|
113200003012|UNKNOWN|11320000301|0.00|
97013321C|KENTMETERS|07008515902|0.00|
07060418|SCHLUMBERGER|12501005301|0.00|10863185
111014953|KENTMETERS|07008111901|0.00|
12KD027237|SCHLUMBERGER|06308108201|0.00|13439713
12M114313|SCHLUMBERGER|05293064300|0.00|13441136
14KE031748|SCHLUMBERGER|10502002600|0.00|13830774
12KC094784|ACTARIS|01345061001|0.00|13556116
12KC061361|ACTARIS|05090027500|0.00|13569018
272|UNKNOWN|07210422801|100.00|
72104242014|UNKNOWN|07210424201|100.00|
72104267012|UNKNOWN|07210426701|100.00|
07AE057429|UNKNOWN|07210427201|100.00|
72104273011|UNKNOWN|07210427301|100.00|
72104274011|UNKNOWN|07210427401|100.00|
15XH037904|SCHLUMBERGER|05920051101|0.00|14167503
16XF027437A|SCHLUMBERGER|02429000101|0.00|
06819266|UNKNOWN|15519000601|0.00|10664874
15JC128710|SCHLUMBERGER|05191061501|0.00|14138338
02184107|KENTMETERS|07204420801|0.00|10670451
12KD124012|ACTARIS|05004004301|0.00|13596233
00040708|KENTMETERS|02117090401|0.00|10033127
12BU079869|SCHLUMBERGER|09025050601|0.00|14217994
15JB056104|ACTARIS|15202005601|0.00|
08090333|SCHLUMBERGER|06354504601|0.00|10032519
05047713B|KENTMETERS|11204021701|0.00|10011960
01102602|SCHLUMBERGER|05090029501|0.00|13360354
03165732|KENTMETERS|01345062501|0.00|10652122
03165732|KENTMETERS|01345066001|0.00|10652122
14KD026769|ACTARIS|12410000801|0.00|13967973
11044816|ACTARIS|02445000101|0.00|13281075
10057053|SCHLUMBERGER|05193065700|0.00|13268249
10057053|SCHLUMBERGER|05193067601|0.00|13268249
16KD014863|ACTARIS|05191061001|0.00|
15XK051232|ACTARIS|09025034501|0.00|
14KD048893|ACTARIS|10602090901|0.00|14094350
12BU057846|SCHLUMBERGER|10313000701|0.00|13520486
12LU013952|SCHLUMBERGER|11204018001|0.00|13611113
14MA217830|ACTARIS|02163084001|0.00|13958898
96229041|KENTMETERS|10102042400|0.00|13505820
11040468|ACTARIS|06321820801|0.00|13381318
88640199A|KENTMETERS|09025015103|0.00|10675501
88640199A|KENTMETERS|09025015104|0.00|10675501
88640199A|KENTMETERS|09025015105|0.00|10675501
88640199A|KENTMETERS|09025035501|0.00|10675501
88640199A|KENTMETERS|09025035502|0.00|10675501
96523651|KENTMETERS|02117089701|0.00|10669412
96523651|KENTMETERS|02117093701|0.00|10669412
96151297|KENTMETERS|02117089701|0.00|10669417
96151297|KENTMETERS|02117093701|0.00|10669417
0901035|KENTMETERS|06354414601|0.00|13192631
0901035|KENTMETERS|06354414602|0.00|13192631
0901035|KENTMETERS|06354414603|0.00|13192631
63530001016|UNKNOWN|06353000101|0.00|
63530001017|UNKNOWN|06353000101|0.00|
63530001018|UNKNOWN|06353000101|0.00|
63530001019|UNKNOWN|06353000101|0.00|
63544091011|UNKNOWN|06354409101|0.00|
63544091012|UNKNOWN|06354409101|100.00|
4745511|UNKNOWN|06354413201|100.00|
5448757|UNKNOWN|06354413201|100.00|
5448751|UNKNOWN|06354413201|100.00|
63544146014|UNKNOWN|06354414601|100.00|
63544146021|UNKNOWN|06354414602|100.00|
63544146031|UNKNOWN|06354414603|100.00|
63544151011|UNKNOWN|06354415101|100.00|
322840|UNKNOWN|06354416701|100.00|
5199497|UNKNOWN|06354416801|100.00|
77027099|UNKNOWN|06354420101|100.00|
7008208|UNKNOWN|06354430101|100.00|
63544304012|UNKNOWN|06354430401|100.00|
103182|UNKNOWN|06354431601|100.00|
4392815|UNKNOWN|06354433201|100.00|
78111599|UNKNOWN|06354434801|100.00|
97210483|UNKNOWN|06354436901|100.00|
92A50108|UNKNOWN|06354502301|100.00|
997339-13|UNKNOWN|06354505101|100.00|
82325174|UNKNOWN|06354505201|0.00|
ZR02615451|UNKNOWN|06354505201|0.00|
63545052016|UNKNOWN|06354505201|0.00|
