AS|NHHAS1|1STW-FSN21|Not used and requires Assesed Volume to be supplied|THAMES-W
AS|NHHAS1|1STW-FSN31|Not used and requires Assesed Volume to be supplied|THAMES-W
AS|NHHAS2|1STW-FS001|Not used and requires Assesed Volume to be supplied|THAMES-W
AS|NHHAS2|1STW-FS021|Not used and requires Assesed Volume to be supplied|THAMES-W
AS|NHHAS2|1STW-FS021|Not used and requires Assesed Volume to be supplied|THAMES-W
AS|NHHAS2|1STW-FS031|Not used and requires Assesed Volume to be supplied|THAMES-W
AS|NHHAS2|1STW-FSN01|Not used and requires Assesed Volume to be supplied|THAMES-W
AS|NHHAS2|1STW-FSN01|Not used and requires Assesed Volume to be supplied|THAMES-W
AS|NHHAS2|1STW-FSN21|Not used and requires Assesed Volume to be supplied|THAMES-W
AS|NHHAS2|1STW-FSN21|Not used and requires Assesed Volume to be supplied|THAMES-W
AS|NHHAS2|1STW-FSN31|Not used and requires Assesed Volume to be supplied|THAMES-W
AS|NHHAS2|1STW-FSN31|Not used and requires Assesed Volume to be supplied|THAMES-W
AS|NHHAS3|1STW-FS001|Not used and requires Assesed Volume to be supplied|THAMES-W
AS|NHHAS4|1STW-FS001|Not used and requires Assesed Volume to be supplied|THAMES-W
MS|NHHMS1F|1STW-MS001||THAMES-W
MS|NHHMS2F|1STW-MS001||THAMES-W
MS|NHHMS3F|1STW-MS001||THAMES-W
MS|NHHMS4F|1STW-MS001||THAMES-W
UMS|NHHUS7|1STW-RVN01-ZON02|TBC with THAMES-Wmes  using 1STW-RVN01-ZON02 until then|THAMES-W
UMS|NHHUS7|1STW-RVS02-ZON02|TBC with THAMES-Wmes  using 1STW-RVN01-ZON02 until then|THAMES-W
UMS|NHHUS7|1STW-RVU01-ZON02|TBC with THAMES-Wmes  using 1STW-RVN01-ZON02 until then|THAMES-W
MS|TBC|1STW-MS001|TBC by OWC|DWRCYMRU-W
SWD|B1|1STW-MDC01||DWRCYMRU-W
SWD|B10|1STW-MDC10||DWRCYMRU-W
SWD|B11|1STW-MDC11||DWRCYMRU-W
SWD|B15|1STW-MDC15||DWRCYMRU-W
SWD|B2|1STW-MDC02||DWRCYMRU-W
SWD|B3|1STW-MDC03||DWRCYMRU-W
SWD|B4|1STW-MDC04||DWRCYMRU-W
SWD|B5|1STW-MDC05||DWRCYMRU-W
SWD|B6|1STW-MDC06||DWRCYMRU-W
SWD|B7|1STW-MDC07||DWRCYMRU-W
SWD|B8|1STW-MDC08||DWRCYMRU-W
SWD|B9|1STW-MDC09||DWRCYMRU-W
MS|Disconnected|1STW-MS001||DWRCYMRU-W
UMS|Disconnected: RV Property Zone 2|1STW-RVD01-ZON02|Unmeasured Drainage NHH RV Zone 02 - Worcester/Gloucester (Lower Severn)|DWRCYMRU-W
UMS|New conn (foul only) no mtr yet|1STW-RVS02-ZON01|Unmeasured Sewerage NHH RV Zone 01 - Shropshire (Upper Severn)|DWRCYMRU-W
MS|NHH Foul Only|1STW-MS001||DWRCYMRU-W
MS|NHH Full Service|1STW-MS001||DWRCYMRU-W
UMS|RV Foul Only: Zone 2|1STW-RVS01-ZON02|Unmeasured Sewerage NHH RV Zone 02 - Worcester/Gloucester (Lower Severn)|DWRCYMRU-W
UMS|RV Full Service: Zone 1|1STW-RVS02-ZON01 |Unmeasured Sewerage and SWD NHH RV Void Zone 01 - Shropshire (Upper Severn)|DWRCYMRU-W
UMS|RV Full Service: Zone 2|1STW-RVS02-ZON02 |Unmeasured Sewerage and SWD NHH Zone 02 - Worcester/Gloucester (Lower Severn)|DWRCYMRU-W
UMS|USC Foul Only|1STW-RVS01-ZON02|Unmeasured Sewerage NHH RV Zone 02 - Worcester/Gloucester (Lower Severn)|DWRCYMRU-W
UMS|USC Full Sew|1STW-RVS02-ZON02|Unmeasured Sewerage and SWD NHH Zone 02 - Worcester/Gloucester (Lower Severn)|DWRCYMRU-W
MS|S-M-Std|1STW-MS001||WESSEX-W
AS|S-UM-Ass|1STW-FS001|Not used and requires Assesed Volume to be supplied|WESSEX-W
AS|S-UM-Ass|1STW-FS001|Not used and requires Assesed Volume to be supplied|WESSEX-W
AS|S-UM-Ass|1STW-FS001|Not used and requires Assesed Volume to be supplied|WESSEX-W
UMS|S-UM-Std|1STW-RVS02-ZON02|Unmeasured Sewerage and SWD NHH Zone 02 - Worcester/Gloucester (Lower Severn)|WESSEX-W
UMS|SWD-M-Std|1STW-RVD02-ZON02|Unmeasured Drainage NHH RV +Meter Zone 02 - Worcester/Gloucester (Lower Severn)|WESSEX-W
UMS|SWD-UM-Ass|1STW-RVD02-ZON02|Unmeasured Drainage NHH RV +Meter Zone 02 - Worcester/Gloucester (Lower Severn)|WESSEX-W
UMS|SWD-UM-Std|1STW-RVD02-ZON02|Unmeasured Drainage NHH RV +Meter Zone 02 - Worcester/Gloucester (Lower Severn)|WESSEX-W
MS|MSSSTW(F)|1STW-MS001||YORKSHIRE-W
MS|MSVSTW(H)|1STW-MS001||YORKSHIRE-W
MS|MSVSTW(R)|1STW-MS001||YORKSHIRE-W
MS|MSVSTW;MSSSTW(H)|1STW-MS001||YORKSHIRE-W
MS|MSVSTW;MSSSTW(L)|1STW-MS001||YORKSHIRE-W
MS|MSVSTW;MSSSTW(M)|1STW-MS001||YORKSHIRE-W
MS|MSVSTW;MSSSTW(P)|1STW-MS001||YORKSHIRE-W
MS|MSVSTW;MSSSTW(R)|1STW-MS001||YORKSHIRE-W
AS|STCACL;STSWN|1STW-FS001|Not used and requires Assesed Volume to be supplied|YORKSHIRE-W
AS|STCACL;STSWN|1STW-FS001|Not used and requires Assesed Volume to be supplied|YORKSHIRE-W
AS|STCACL;STSWN|1STW-FS001|Not used and requires Assesed Volume to be supplied|YORKSHIRE-W
SWD|STCACL;STSWN(6)|1STW-MDC06|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
AS|STCACM;STSWN|1STW-FS001|Not used and requires Assesed Volume to be supplied|YORKSHIRE-W
AS|STCACM;STSWN|1STW-FS001|Not used and requires Assesed Volume to be supplied|YORKSHIRE-W
AS|STCACM;STSWN|1STW-FS001|Not used and requires Assesed Volume to be supplied|YORKSHIRE-W
SWD|STCACM;STSWN(2)|1STW-MDC02|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
AS|STCACS;STSWN|1STW-FS001|Not used and requires Assesed Volume to be supplied|YORKSHIRE-W
AS|STCACS;STSWN|1STW-FS001|Not used and requires Assesed Volume to be supplied|YORKSHIRE-W
MS|STCACS;STSWN|1STW-FS001||YORKSHIRE-W
SWD|STCACS;STSWN(1)|1STW-MDC01|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STCACS;STSWN(2)|1STW-MDC02|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STCACS;STSWN(3)|1STW-MDC03|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
MS|STMFS;STMSVN|1STW-MS001||YORKSHIRE-W
MS|STMSN|1STW-MS001||YORKSHIRE-W
MS|STMSN|1STW-MS001||YORKSHIRE-W
MS|STMSN;STMSVN|1STW-MS001||YORKSHIRE-W
MS|STMSSCN;STSWN|1STW-MS001||YORKSHIRE-W
SWD|STMSSCN;STSWN(11)|1STW-MDC011|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STMSSCN;STSWN(13)|1STW-MDC013|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
MS|STMSVD;STMSVN|1STW-MS001||YORKSHIRE-W
MS|STMSVN|1STW-MS001||YORKSHIRE-W
MS|STMSVN;STMFS|1STW-MS001||YORKSHIRE-W
MS|STMSVN;STMSN|1STW-MS001||YORKSHIRE-W
MS|STMSVN;STMSVON|1STW-MS001||YORKSHIRE-W
MS|STMSVN;STSWD|1STW-MS001||YORKSHIRE-W
MS|STMSVN;STSWN|1STW-MS001||YORKSHIRE-W
SWD|STMSVN;STSWN(0)|1STW-MDC01|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STMSVN;STSWN(1)|1STW-MDC01|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STMSVN;STSWN(10)|1STW-MDC10|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STMSVN;STSWN(11)|1STW-MDC11|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STMSVN;STSWN(13)|1STW-MDC13|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STMSVN;STSWN(14)|1STW-MDC14|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STMSVN;STSWN(15)|1STW-MDC15|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STMSVN;STSWN(16)|1STW-MDC16|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STMSVN;STSWN(17)|1STW-MDC17|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STMSVN;STSWN(2)|1STW-MDC02|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STMSVN;STSWN(3)|1STW-MDC03|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STMSVN;STSWN(4)|1STW-MDC04|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STMSVN;STSWN(5)|1STW-MDC05|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STMSVN;STSWN(6)|1STW-MDC06|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STMSVN;STSWN(7)|1STW-MDC07|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STMSVN;STSWN(8)|1STW-MDC08|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STMSVN;STSWN(9)|1STW-MDC09|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
MS|STMSVON|1STW-MS001||YORKSHIRE-W
MS|STMSVON;STMSN|1STW-MS001||YORKSHIRE-W
MS|STMSVON;STMSVN|1STW-MS001||YORKSHIRE-W
MS|STMSVON;STMSVN;STSWN|1STW-MS001||YORKSHIRE-W
SWD|STMSVON;STMSVN;STSWN(2)|1STW-MDC02|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
AS|STMSVON;STMSVN;STSWN(3)|1STW-MDC03|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
AS|STSFC|1STW-FS002|Not used and requires Assesed Volume to be supplied|YORKSHIRE-W
AS|STSFC;STSWN|1STW-FS002|Assessed not unmeasured|YORKSHIRE-W
SWD|STSFC;STSWN(1)|1STW-MDC01|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSFC;STSWN(2)|1STW-MDC02|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSFC;STSWN(3)|1STW-MDC03|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSFC;STSWN(4)|1STW-MDC04|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSFC;STSWN(8)|1STW-MDC08|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
UMS|STSFC;STUS|1STW-RVN01-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|STSFC;STUS|1STW-RVN01-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|STSFC;STUS|1STW-RVN01-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
SWD|STSWN (1)|1STW-MDC01|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN (10)|1STW-MDC10|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN (11)|1STW-MDC11|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN (12)|1STW-MDC12|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN (13)|1STW-MDC13|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN (14)|1STW-MDC14|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN (15)|1STW-MDC15|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN (16)|1STW-MDC16|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN (17)|1STW-MDC17|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN (18)|1STW-MDC18|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN (19)|1STW-MDC19|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN (2)|1STW-MDC02|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN (20)|1STW-MDC20|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN (21)|1STW-MDC21|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN (22)|1STW-MDC22|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN (3)|1STW-MDC03|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN (4)|1STW-MDC04|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN (5)|1STW-MDC05|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN (6)|1STW-MDC06|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN (7)|1STW-MDC07|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN (8)|1STW-MDC08|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN (9)|1STW-MDC09|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
MS|STSWN;STMSVN|1STW-MS001||YORKSHIRE-W
SWD|STSWN;STMSVN(1)|1STW-MDC01|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN;STMSVN(10)|1STW-MDC10|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN;STMSVN(11)|1STW-MDC11|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN;STMSVN(2)|1STW-MDC02|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN;STMSVN(3)|1STW-MDC03|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN;STMSVN(4)|1STW-MDC04|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN;STMSVN(5)|1STW-MDC05|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN;STMSVN(6)|1STW-MDC06|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN;STMSVN(7)|1STW-MDC07|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN;STMSVN(8)|1STW-MDC08|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|STSWN;STMSVN(9)|1STW-MDC09|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
UMS|STUD|1STW-RVN01-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|STUD|1STW-RVN01-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|STUD|1STW-RVN01-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|STUFS|1STW-RVN01-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|STUFS|1STW-RVN01-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|STUFS|1STW-RVN01-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|STUFS|1STW-RVN01-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|STUFS|1STW-RVN01-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|STUFS|1STW-RVN01-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|STUFS;STMSVN|1STW-RVN01-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|STUS|1STW-RVN01-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
SWD|UHSTW(10)|1STW-MDC10|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|UHSTW(11)|1STW-MDC11|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|UHSTW(12)|1STW-MDC12|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|UHSTW(13)|1STW-MDC13|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|UHSTW(14)|1STW-MDC14|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|UHSTW(15)|1STW-MDC15|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|UHSTW(16)|1STW-MDC16|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|UHSTW(18)|1STW-MDC18|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|UHSTW(4)|1STW-MDC04|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|UHSTW(5)|1STW-MDC05|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|UHSTW(6)|1STW-MDC06|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|UHSTW(7)|1STW-MDC07|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|UHSTW(8)|1STW-MDC08|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|UHSTW(9)|1STW-MDC09|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|UHSTW(19)|1STW-MDC19|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
SWD|UHSTW(20)|1STW-MDC20|SWD based on Band (#) supplied by YORKSHIRE-Wkshire|YORKSHIRE-W
UMS|USRSTW|1STW-RVN01-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|USRSTW|1STW-RVS02-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|USRSTW|1STW-RVU01-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|USRSTW(G)|1STW-RVN01-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|USRSTW(G)|1STW-RVS02-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|USRSTW(G)|1STW-RVU01-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|USRSTW;USSSTW(K)|1STW-RVN01-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|USRSTW;USSSTW(K)|1STW-RVS02-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|USRSTW;USSSTW(K)|1STW-RVU01-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|USRSTW;USSSTW(L)|1STW-RVN01-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|USRSTW;USSSTW(L)|1STW-RVN01-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|USRSTW;USSSTW(L)|1STW-RVS02-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|USRSTW;USSSTW(L)|1STW-RVS02-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|USRSTW;USSSTW(L)|1STW-RVU01-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|USRSTW;USSSTW(L)|1STW-RVU01-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|USRSTW;USSSTW(R)|1STW-RVN01-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|USRSTW;USSSTW(R)|1STW-RVS02-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|USRSTW;USSSTW(R)|1STW-RVU01-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|USRSTW;USSSTW(S)|1STW-RVN01-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|USRSTW;USSSTW(S)|1STW-RVS02-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
UMS|USRSTW;USSSTW(S)|1STW-RVU01-ZON05|Updated Zone 6 to Zone 5|YORKSHIRE-W
SW|STMSVN;STSWD(3)|1STW-MDC03|Add Banding for SW|YORKSHIRE-W
SW|STSFC(2)|1STW-MDC02|Add Banding for SW|YORKSHIRE-W
