999038200|3008993664S19|YORKSHIRE-W
999036307|3008222978S14|YORKSHIRE-W
999038265|3008994547S18|YORKSHIRE-W
999036261|3008222277S18|YORKSHIRE-W
999037306|3008303900S13|YORKSHIRE-W
999036108|3005544753S12|YORKSHIRE-W
999036760|3008252087S18|YORKSHIRE-W
999036344|3008223354S19|YORKSHIRE-W
999036396|3008224105S15|YORKSHIRE-W
999036656|3008249876S11|YORKSHIRE-W
999038145|3008992803S12|YORKSHIRE-W
999037104|3008300340S13|YORKSHIRE-W
999037222|3008301975S15|YORKSHIRE-W
999036942|3008262767S18|YORKSHIRE-W
999038317|300899511XS17|YORKSHIRE-W
999036865|3008261787S18|YORKSHIRE-W
999036260|3008222269S10|YORKSHIRE-W
999036711|3008251293S12|YORKSHIRE-W
999036308|3008222986S11|YORKSHIRE-W
999038011|3008990959S10|YORKSHIRE-W
999038430|3008997201S1X|YORKSHIRE-W
999036291|3008222773S12|YORKSHIRE-W
999038196|3008993621S1X|YORKSHIRE-W
999037990|3008990711S1X|YORKSHIRE-W
999036872|300826185XS17|YORKSHIRE-W
999036284|3008222625S15|YORKSHIRE-W
999036839|3008261523S12|YORKSHIRE-W
999037380|3008305466S11|YORKSHIRE-W
999036442|3008225144S19|YORKSHIRE-W
999038088|3008992196S11|YORKSHIRE-W
999038289|3008994806S11|YORKSHIRE-W
999036629|3008227538S14|YORKSHIRE-W
999037404|3008873219S10|YORKSHIRE-W
999036375|3008223834S19|YORKSHIRE-W
999036208|3008221521S1X|YORKSHIRE-W
999038053|3008991815S15|YORKSHIRE-W
999037740|3008877494S19|YORKSHIRE-W
999038309|3008995020S13|YORKSHIRE-W
999037917|300888282XS17|YORKSHIRE-W
999038322|3008995179S10|YORKSHIRE-W
999038306|3008994970S13|YORKSHIRE-W
999036807|300826056XS17|YORKSHIRE-W
999038150|3008992854S19|YORKSHIRE-W
999037869|300888203XS17|YORKSHIRE-W
999037952|3008989586S11|YORKSHIRE-W
999036117|3005545989S10|YORKSHIRE-W
999037426|3008873510S13|YORKSHIRE-W
999036349|3008223400S13|YORKSHIRE-W
999038431|3008997228S14|YORKSHIRE-W
999037852|3008881866S11|YORKSHIRE-W
999036142|3008220568S14|YORKSHIRE-W
999036229|3008221750S13|YORKSHIRE-W
999036491|3008225888S14|YORKSHIRE-W
999037505|3008874487S18|YORKSHIRE-W
999037466|3008874053S12|YORKSHIRE-W
999037371|3008305229S10|YORKSHIRE-W
999037307|3008303919S10|YORKSHIRE-W
999037377|3008305393S12|YORKSHIRE-W
999037040|3008270832S16|YORKSHIRE-W
999038090|3008992218S14|YORKSHIRE-W
999037691|3008876862S16|YORKSHIRE-W
999037896|3008882404S19|YORKSHIRE-W
999037400|3008873170S13|YORKSHIRE-W
999038270|300899461XS17|YORKSHIRE-W
999036090|3005536947S18|YORKSHIRE-W
999038284|300899475XS17|YORKSHIRE-W
999038127|3008992625S15|YORKSHIRE-W
999036850|3008261639S10|YORKSHIRE-W
999037084|3008299776S11|YORKSHIRE-W
999038215|3008993850S13|YORKSHIRE-W
999037978|3008990576S11|YORKSHIRE-W
999036346|3008223370S13|YORKSHIRE-W
999036237|3008221874S19|YORKSHIRE-W
999037524|3008874681S1X|YORKSHIRE-W
999036616|3008227341S1X|YORKSHIRE-W
999036637|3008227708S14|YORKSHIRE-W
999037150|3008300847S18|YORKSHIRE-W
999037253|3008302696S11|YORKSHIRE-W
999036468|3008225543S12|YORKSHIRE-W
999036173|3008221076S11|YORKSHIRE-W
999037278|3008303153S12|YORKSHIRE-W
999038880|3005048470S13|DWRCYMRU-W
999036474|3008225640S13|YORKSHIRE-W
