5002094|0||0|Y
9002051|0||0|Y
16002082|0||0|Y
21002070|0||0|Y
22002105|0||0|Y
22002131|0||0|Y
32002009|0||0|Y
41002093|0||0|Y
43002020|0||0|Y
54002073|0||0|Y
63002013|0||0|Y
64002043|0||0|Y
75002084|0||0|Y
76002063|0||0|Y
83002070|0||0|Y
84002029|0||0|Y
86002161|0||0|Y
88002060|0||0|Y
89002067|0||0|Y
100002057|0||0|Y
100002106|0||0|Y
102002246|0||0|Y
102002372|0||0|Y
105002214|0||0|Y
109002161|0||0|Y
109002214|0||0|Y
109002237|0||0|Y
109002318|0||0|Y
113002034|0||0|Y
114002020|0||0|Y
117002034|0||0|Y
118002283|0||0|Y
120002135|0||0|Y
121002687|0||0|Y
121004379|0||0|Y
121009406|0||0|Y
121022268|0||0|Y
121024224|0||0|Y
121028361|0||0|Y
121035296|0||0|Y
121035657|0||0|Y
121038054|0||0|Y
121046862|0||0|Y
121056245|0||0|Y
121057026|0||0|Y
121061955|0||0|Y
121074160|0||0|Y
121080325|0||0|Y
121081435|0||0|Y
121082146|0||0|Y
121096866|0||0|Y
121098318|0||0|Y
121106010|0||0|Y
121106397|0||0|Y
121108972|0||0|Y
121130064|0||0|Y
121133990|0||0|Y
121135523|0||0|Y
121136765|0||0|Y
121156465|0||0|Y
121168257|0||0|Y
121172883|0||0|Y
121178974|0||0|Y
121186145|0||0|Y
121200333|0||0|Y
121208994|0||0|Y
121232312|0||0|Y
121237980|0||0|Y
121238204|0||0|Y
121243338|0||0|Y
121246939|0||0|Y
121261753|0||0|Y
121267660|0||0|Y
121268426|0||0|Y
121269398|0||0|Y
121275000|0||0|Y
121282017|0||0|Y
121284790|0||0|Y
121289326|0||0|Y
121302902|0||0|Y
121350081|0||0|Y
121355144|0||0|Y
121362839|0||0|Y
121368734|0||0|Y
121377506|0||0|Y
121378336|0||0|Y
121386481|0||0|Y
121388787|0||0|Y
121412073|0||0|Y
121425869|0||0|Y
121430542|0||0|Y
121452489|0||0|Y
121458539|0||0|Y
121476233|0||0|Y
121483310|0||0|Y
121483311|0||0|Y
121483473|0||0|Y
121494808|0||0|Y
121507036|0||0|Y
121526879|0||0|Y
124002167|0||0|Y
124002322|0||0|Y
124002464|0||0|Y
124002707|0||0|Y
126002167|0||0|Y
127002087|0||0|Y
127002219|0||0|Y
129002076|0||0|Y
129002320|0||0|Y
130002493|0||0|Y
132002249|0||0|Y
135002104|0||0|Y
135002175|0||0|Y
135002219|0||0|Y
141002032|0||0|Y
145002127|0||0|Y
145002407|0||0|Y
148003913|0||0|Y
148004879|0||0|Y
148006789|0||0|Y
148007950|0||0|Y
148016076|0||0|Y
148016283|0||0|Y
148018544|0||0|Y
148024430|0||0|Y
148030699|0||0|Y
148033532|0||0|Y
148035872|0||0|Y
148041484|0||0|Y
148045976|0||0|Y
148045977|0||0|Y
148048644|0||0|Y
148055473|0||0|Y
148057406|0||0|Y
148060934|0||0|Y
148062711|0||0|Y
148068200|0||0|Y
148073065|0||0|Y
148073153|0||0|Y
148073365|0||0|Y
148076763|0||0|Y
148077596|0||0|Y
148084752|0||0|Y
148087387|0||0|Y
148089363|0||0|Y
148089877|0||0|Y
148093798|0||0|Y
148094516|0||0|Y
148094517|0||0|Y
148094860|0||0|Y
148094863|0||0|Y
148094878|0||0|Y
148094879|0||0|Y
148095108|0||0|Y
148095112|0||0|Y
148111905|0||0|Y
148112012|0||0|Y
148113535|0||0|Y
148116443|0||0|Y
148117015|0||0|Y
148117024|0||0|Y
148117571|0||0|Y
148117579|0||0|Y
148124765|0||0|Y
148125330|0||0|Y
148129434|0||0|Y
148133620|0||0|Y
148137399|0||0|Y
148144862|0||0|Y
148148734|0||0|Y
148150359|0||0|Y
148150486|0||0|Y
148150590|0||0|Y
148154120|0||0|Y
148155451|0||0|Y
148156642|0||0|Y
148158188|0||0|Y
148159908|0||0|Y
148160200|0||0|Y
148160801|0||0|Y
148171543|0||0|Y
148175573|0||0|Y
148182690|0||0|Y
148183582|0||0|Y
148194704|0||0|Y
148197608|0||0|Y
148198942|0||0|Y
148202154|0||0|Y
148205031|0||0|Y
148207600|0||0|Y
148209530|0||0|Y
148210561|0||0|Y
148211009|0||0|Y
148211010|0||0|Y
148214681|0||0|Y
148219376|0||0|Y
148219748|0||0|Y
148220332|0||0|Y
148226530|0||0|Y
148226558|0||0|Y
148232643|0||0|Y
148238299|0||0|Y
148238339|0||0|Y
148239793|0||0|Y
148241455|0||0|Y
148245577|0||0|Y
148251235|0||0|Y
148253520|0||0|Y
148254587|0||0|Y
148257103|0||0|Y
148257836|0||0|Y
148259056|0||0|Y
148262836|0||0|Y
148267622|0||0|Y
148268573|0||0|Y
148270112|0||0|Y
148270137|0||0|Y
148270601|0||0|Y
148274491|0||0|Y
148279260|0||0|Y
148282110|0||0|Y
148287910|0||0|Y
148287975|0||0|Y
148292086|0||0|Y
148292174|0||0|Y
148302065|0||0|Y
148303764|0||0|Y
148308641|0||0|Y
148309217|0||0|Y
148313608|0||0|Y
148313801|0||0|Y
148314003|0||0|Y
148314067|0||0|Y
148314389|0||0|Y
149002115|0||0|Y
151002433|0||0|Y
152002000|0||0|Y
152002002|0||0|Y
152002003|0||0|Y
152002007|0||0|Y
152002019|0||0|Y
152002080|0||0|Y
152002087|0||0|Y
152002123|0||0|Y
152002146|0||0|Y
152002153|0||0|Y
152002154|0||0|Y
152002156|0||0|Y
152002160|0||0|Y
152002175|0||0|Y
152002182|0||0|Y
152002209|0||0|Y
152002213|0||0|Y
152002221|0||0|Y
152002251|0||0|Y
152002256|0||0|Y
152002258|0||0|Y
152002315|0||0|Y
152002329|0||0|Y
152002430|0||0|Y
152002431|0||0|Y
152002434|0||0|Y
152002442|0||0|Y
152002501|0||0|Y
152002561|0||0|Y
152002581|0||0|Y
152002584|0||0|Y
152002591|0||0|Y
152002607|0||0|Y
152002651|0||0|Y
152002658|0||0|Y
152002679|0||0|Y
152002683|0||0|Y
152002698|0||0|Y
152002700|0||0|Y
152002710|0||0|Y
152002711|0||0|Y
152002730|0||0|Y
152002733|0||0|Y
152002735|0||0|Y
152002766|0||0|Y
152002854|0||0|Y
152002866|0||0|Y
152002887|0||0|Y
152002898|0||0|Y
152002959|0||0|Y
152003019|0||0|Y
152003056|0||0|Y
152003074|0||0|Y
152003096|0||0|Y
152003219|0||0|Y
152003297|0||0|Y
152003356|0||0|Y
152003666|0||0|Y
152003677|0||0|Y
152003718|0||0|Y
152003737|0||0|Y
152004020|0||0|Y
152004680|0||0|Y
152004758|0||0|Y
152004839|0||0|Y
152004888|0||0|Y
152005161|0||0|Y
152005975|0||0|Y
152006100|0||0|Y
152006345|0||0|Y
152006546|0||0|Y
152006808|0||0|Y
152008081|0||0|Y
152008145|0||0|Y
152008170|0||0|Y
152008620|0||0|Y
152009206|0||0|Y
152009211|0||0|Y
152009218|0||0|Y
152009255|0||0|Y
152009259|0||0|Y
152009272|0||0|Y
152009281|0||0|Y
152009357|0||0|Y
152009401|0||0|Y
152009402|0||0|Y
152009403|0||0|Y
152009432|0||0|Y
152009466|0||0|Y
152009469|0||0|Y
152009470|0||0|Y
152009592|0||0|Y
152009605|0||0|Y
152009634|0||0|Y
152009678|0||0|Y
152009686|0||0|Y
152009738|0||0|Y
152009789|0||0|Y
