00AL034544|SCHLUMBERGER|3005049485S15
01AU185741|SCHLUMBERGER|3005049531S1X
08AC030780|ARAD|3005049566S11
08AI0710|TAGUS|3005049701S1X
00AM012165|SCHLUMBERGER|3005049760S13
09AI00005616|ARAD|3005049841S1X
04WM045868|WATEAU|3005049868S14
08AC035101|ARAD|3005049892S16
00AL034581|SCHLUMBERGER|3005049930S13
03WM013902|WATEAU|3005054446S11
08AC003977|ARAD|3005054489S10
02903888|PONTAMOUSSON|3005054578W17
03AA580353|SCHLUMBERGER|3005054691S1X
01AU191203|SCHLUMBERGER|3005054721S1X
07019615|ARAD|3005054837S18
01AA704636|SCHLUMBERGER|3005054853S12
07022321|ARAD|3005054861S1X
07019544|ARAD|300505490XS17
07019310|ARAD|3005055132S16
15T129833|ELSTER|3005055205S15
07022286|ARAD|300505523XS17
08AC500242|ARAD|3005055256S11
02042612|PONTAMOUSSON|3005055329W13
07019810|ARAD|300505540XS17
00AL046120|SCHLUMBERGER|3005055418S14
98M149275|KENT|3005055426S11
07019725|ARAD|3005055434S19
03155230|SCHLUMBERGER|3005056724W11
07019547|ARAD|3005059626S11
07019549|ARAD|3005059669S10
05WM086922|WATEAU|3005059731S1X
05WM086926|WATEAU|300505974XS17
09AC00078497|ARAD|3005059871S1X
01AU190900|SCHLUMBERGER|3005059979S10
10AC013062|ARAD|3005059995S15
99AQ502209|SCHLUMBERGER|3005060136S11
99AQ509695|SCHLUMBERGER|3005060187S18
08AC029106|ARAD|3005060195S15
85469708|KENT|3005060241S1X
00AL034523|SCHLUMBERGER|3005060292S16
07022088|ARAD|3005060322S16
01AA707597|SCHLUMBERGER|3005060330S13
01AU178560|SCHLUMBERGER|3005060349S10
01AA704592|SCHLUMBERGER|3005064395S15
07022411|ARAD|3005064611S1X
00AM012275|SCHLUMBERGER|3005064654S19
03AA580708|SCHLUMBERGER|3005064662S16
08AC027451|ARAD|3005064697S18
08AI001072|ARAD|3005064719S10
07022413|ARAD|3005064743S12
06WM119152|WATEAU|3005069389S10
07019560|ARAD|3005069443S12
03AU173535|SCHLUMBERGER|300506946XS17
09A063214|ELSTER|3005069516S11
07019816|ARAD|3005069540S13
00AL034649|SCHLUMBERGER|300506963XS17
01AA707598|SCHLUMBERGER|3005069842S16
02153272|SCHLUMBERGER|3005073475W18
09204067|KENTMETERS|3005073769W13
04801360|SCHLUMBERGER|3005075184W11
00227266|FUSION|3005084159W13
12MA090875|ACTARIS|3005084167W10
03676860|KENTMETERS|3005085287W10
03715813|SOCAMOUSSON|3005093085W18
01861628|PONTAMOUSSON|3005093093W15
98279234|KENTMETERS|3005093948W17
83278814|KENTMETERS|3005096149W13
15MA211194|ACTARIS|3005103161W12
07105480|SCHLUMBERGER|3005106268W17
05461185|PONTAMOUSSON|3005110060W16
01836883|PONTAMOUSSON|3005122131W12
09LU089888|SCHLUMBERGER|3005122549W13
97005852|KENTMETERS|3005123324W11
00167008|KENTMETERS|3005130169W13
04812170|SCHLUMBERGER|3005137708W17
04813743|SCHLUMBERGER|3005137767W10
14MA008625|ACTARIS|3005138062W19
11013112|SCHLUMBERGER|3005138712W19
2007122777|SMARTMETER|3005138836W14
16MA091218|ACTARIS|300513914XW1X
01469579|SOCAMOUSSON|3005140393W15
07054945|SCHLUMBERGER|3005140407W10
11013340|ACTARIS|3005140962W19
04374519|FUSION|300514187XW1X
07112092|SCHLUMBERGER|3005141985W18
16MA068100|ACTARIS|300514271XW1X
12M435268|KENTMETERS|3005145166W14
10009795|SCHLUMBERGER|3005146022W19
13M322099|KENTMETERS|3005146529W13
11KD091052|ACTARIS|3005146626W14
12033031|ACTARIS|3005147398W17
2007134769|SMARTMETER|3005147533W15
98064211|KENTMETERS|3005147673W15
12BU048844|SCHLUMBERGER|3005148394W11
15BU107997|SCHLUMBERGER|3005148963W15
09164296|SCHLUMBERGER|3005149056W14
79270344|KENTMETERS|3005149390W16
09029159|SCHLUMBERGER|3005149404W11
04298092|SOCAMOUSSON|3005149439W13
10093998|ACTARIS|3005149447W10
04063134|UNKNOWN|300514979XW1X
00519780|NEPTUNE|3005149986W14
81222458|KENTMETERS|3005150240W16
15MA163251|ACTARIS|3005151654W11
15MA245373|ACTARIS|3005152405W18
99373426|KENTMETERS|3005152588W17
03002379|SCHLUMBERGER|3005153304W11
00003966|KENTMETERS|300515355XW1X
00512767|NEPTUNE|3005153770W16
04715260|SOCAMOUSSON|3005153797W10
02195851|SCHLUMBERGER|3005153800W16
01586699|PONTAMOUSSON|3005153819W13
01709402|SOCAMOUSSON|3005154203W15
00020345|KENTMETERS|3005154327W10
00015488|SOCAMOUSSON|3005154874W11
98361165|KENTMETERS|3005155242W19
05312979|PONTAMOUSSON|3005155420W16
11004034|SCHLUMBERGER|3005156206W14
00021460|KENTMETERS|3005156273W15
13JB056740|ACTARIS|3005156389W13
14BU091821|SCHLUMBERGER|3005156850W16
14KC138135|ACTARIS|300515694XW1X
11022305|SCHLUMBERGER|300515730XW1X
03446266|SOCAMOUSSON|3005158608W17
04429815|SMARTMETER|3005158845W18
12126552|ACTARIS|3005159159W13
12126556|ACTARIS|3005159159W13
01601189|SOCAMOUSSON|3005159272W19
02623765|PONTAMOUSSON|3005159604W11
04058513|SOCAMOUSSON|3005161471W12
99077750|KENTMETERS|3005161730W16
04983460|PONTAMOUSSON|3005161749W13
05527948|SOCAMOUSSON|3005161757W10
05802179|SCHLUMBERGER|300516263XW1X
03165902|SCHLUMBERGER|3005166694W11
04757065|PONTAMOUSSON|3005169642W19
04141653|SOCAMOUSSON|3005169677W10
13BU045163|ACTARIS|3005170101W12
14JB057160|ACTARIS|3005172171W12
12BU087593|SCHLUMBERGER|3005173682W19
05800430|SCHLUMBERGER|3005173801W12
2007116096|SMARTMETER|3005173860W16
16MU076577|ACTARIS|3005179672W19
15MA229309|ACTARIS|3005181510W16
98302739|KENTMETERS|3005182835W18
86033011|UNKNOWN|3005192423W15
15MA198284|ACTARIS|3005195201W12
04060914|SOCAMOUSSON|3005196372W19
14MA175253|ACTARIS|3005197107W10
96147183|KENTMETERS|3005197565W18
15MA128085|ACTARIS|3005198618W17
2008010088|SMARTMETER|3005198650W16
05007408|SCHLUMBERGER|300520023XW1X
2007025663|SMARTMETER|3005202623W15
07611674|KENTMETERS|3005202763W15
14MA016535|ACTARIS|3005203271W12
04812175|SCHLUMBERGER|300520393XW1X
06122705|KENTMETERS|3005204014W11
08158129|SCHLUMBERGER|3005205355W18
04141602|SOCAMOUSSON|300520586XW1X
06000793|SCHLUMBERGER|3005206734W11
08178940|SCHLUMBERGER|3005207218W17
13MA275051|ACTARIS|3005207250W16
15JB032591|ACTARIS|3005207609W13
11234293|ACTARIS|3005208249W13
05801708|SCHLUMBERGER|3005209628W17
08094411|SCHLUMBERGER|3005209725W18
08162408|SCHLUMBERGER|3005209733W15
70239504A|KENTMETERS|3005210375W18
08185478|SCHLUMBERGER|3005214079W13
10161337|ACTARIS|3005214524W11
10161357|ACTARIS|3005214524W11
02481999|SOCAMOUSSON|3005214907W10
05300042|SMARTMETER|3005215806W14
05815399|SCHLUMBERGER|3005217132W19
08093819|SCHLUMBERGER|3005217795W18
13BU076658|SCHLUMBERGER|3005217930W16
2007125454|SMARTMETER|300521866XW1X
10KD000845|SCHLUMBERGER|3005219194W11
11004715|ACTARIS|3005219380W16
06345161|SMARTMETER|3005220648W17
14BU046100|SCHLUMBERGER|3005221180W16
16MA081903|ACTARIS|3005221407W10
08162440|SCHLUMBERGER|3005221423W15
16MA081636|SCHLUMBERGER|3005221725W18
16MA068045|ACTARIS|3005222586W14
05821001|SCHLUMBERGER|3005222810W16
12LU010665|SCHLUMBERGER|3005223205W18
16JB048798|ACTARIS|3005224872W19
80188622|KENTMETERS|3005225542W19
04969568|SOCAMOUSSON|3005226050W16
12M114488|SCHLUMBERGER|3005226700W16
12M114295|KENTMETERS|3005226700W16
14MA104179|ACTARIS|3005227421W12
06523570|SOCAMOUSSON|3005227901W12
12KC061487|ACTARIS|300522791XW1X
05308703|SMARTMETER|3005228150W16
10057878|SCHLUMBERGER|3005228177W10
06024571|SCHLUMBERGER|3005229009W13
07015105|SCHLUMBERGER|3005229157W10
07051234|SCHLUMBERGER|3005229653W15
00040748|KENTMETERS|3005230406W14
06000791|SCHLUMBERGER|3005230414W11
2007123085|SMARTMETER|3005230708W17
16MA050914|ACTARIS|3005230996W14
10051985|SCHLUMBERGER|3005231089W13
12BU048888|SCHLUMBERGER|3005232824W11
01859135|SOCAMOUSSON|300523469XW1X
03305331|SCHLUMBERGER|3005234711W12
14BU079510|SCHLUMBERGER|300523472XW1X
05817212|SCHLUMBERGER|3005234738W17
04384828|FUSION|3005234746W14
10036511|SCHLUMBERGER|3005234789W13
03446036|SOCAMOUSSON|3005234819W13
11133054|ACTARIS|3005235696W14
07101746|SCHLUMBERGER|3005237958W17
04813453|FUSION|300523911XW1X
004439401|UNKNOWN|3005239217W10
14BU029758|SCHLUMBERGER|3005239330W16
15BU025323|SCHLUMBERGER|3005239667W10
2007124947|SMARTMETER|3005240770W16
14MA077504|ACTARIS|3005241394W11
010161777|SMARTMETER|3005241483W15
12M160173|KENTMETERS|3005241661W12
09076882|SCHLUMBERGER|3005242137W10
05315980|SMARTMETER|300524282XW1X
07093432|SCHLUMBERGER|3005242978W17
94M094646|KENTMETERS|3005243176W14
99012357|KENTMETERS|3005245527W10
97539574|SCHLUMBERGER|3005246027W10
97860497|KENTMETERS|3005247023W15
97948605|KENTMETERS|3005247031W12
11204007|ACTARIS|3005247082W19
2007002131|SMARTMETER|3005248976W14
14BU058047|SCHLUMBERGER|3005249867W10
05349276|KENTMETERS|3005250253W15
02164222|SCHLUMBERGER|3005251624W11
04814938|SCHLUMBERGER|3005251861W12
04813285|SCHLUMBERGER|3005252817W10
08185477|SCHLUMBERGER|3005253279W13
03366208|FUSION|3005254992W19
14MA006335|ACTARIS|3005255182W19
07039580|SCHLUMBERGER|3005255433W15
00013477|KENTMETERS|3005255441W12
01547431|PONTAMOUSSON|3005255522W19
