599002869|0||1|Y
599002872|0||1|Y
599002873|0||1|Y
599002874|0||1|Y
599002875|0||1|Y
599002881|0||1|Y
599002882|0||1|Y
599002884|0||1|Y
599002885|0||1|Y
599002886|0||1|Y
599002887|0||1|Y
599002891|0||1|Y
599002892|0||1|Y
599002900|0||1|Y
599002905|0||1|Y
599002908|0||1|Y
599002909|0||1|Y
599002910|0||1|Y
599002916|0||1|Y
599002917|0||1|Y
599002918|0||1|Y
599002919|0||1|Y
599002920|0||1|Y
599002921|0||1|Y
599002924|0||1|Y
599002931|0||1|Y
599002936|0||1|Y
599002938|0||1|Y
599002940|0||1|Y
599002941|0||1|Y
599002943|0||1|Y
599002945|0||1|Y
599002947|0||1|Y
599002949|0||1|Y
599002950|0||1|Y
599002954|0||1|Y
599002957|0||1|Y
599002962|0||1|Y
599002964|0||1|Y
599002965|0||1|Y
599002967|0||1|Y
599002970|0||1|Y
599002971|0||1|Y
599002972|0||1|Y
599002974|0||1|Y
599002978|0||1|Y
599002979|0||1|Y
599002981|0||1|Y
599002983|0||1|Y
599002988|0||1|Y
599002990|0||1|Y
599002992|0||1|Y
599002994|0||1|Y
599002995|0||1|Y
599002996|0||1|Y
599002998|0||1|Y
599003010|0||1|Y
599003035|0||1|Y
599003038|0||1|Y
599003043|0||1|Y
599003050|0||1|Y
599003054|0||1|Y
599003060|0||1|Y
599003063|0||1|Y
599003066|0||1|Y
599003067|0||1|Y
599003075|0||1|Y
599003079|0||1|Y
599003081|0||1|Y
599003082|0||1|Y
599003084|0||1|Y
599003091|0||1|Y
599003093|0||1|Y
599003097|0||1|Y
599003111|0||1|Y
599003116|0||1|Y
599003118|0||1|Y
599003138|0||1|Y
601002587|0||1|Y
601045888|0||1|Y
601075387|0||1|Y
601080910|0||1|Y
601095459|0||1|Y
601097772|0||1|Y
601116385|0||1|Y
602002293|0||1|Y
602002526|0||1|Y
602002548|0||1|Y
602002575|0||1|Y
602002636|0||1|Y
602002848|0||1|Y
602003034|0||1|Y
602003045|0||1|Y
602003048|0||1|Y
602003098|0||1|Y
605002238|0||1|Y
608002008|0||1|Y
608002009|0||1|Y
609002325|0||1|Y
610003033|0||1|Y
613002444|0||1|Y
624002169|0||1|Y
625002002|0||1|Y
625002157|0||1|Y
627002040|0||1|Y
628002208|0||1|Y
632002013|0||1|Y
635002011|0||1|Y
640022314|0||1|Y
640084815|0||1|Y
650073958|0||1|Y
650144002|0||1|Y
650163104|0||1|Y
650291974|0||1|Y
650309681|0||1|Y
650325867|0||1|Y
650369127|0||1|Y
650388258|0||1|Y
650411157|0||1|Y
650423323|0||1|Y
650440354|0||1|Y
654002006|0||1|Y
654002010|0||1|Y
658002040|0||1|Y
660002343|0||1|Y
664002226|0||1|Y
668002010|0||1|Y
673002187|0||1|Y
684002009|0||1|Y
684002273|0||1|Y
685002148|0||1|Y
688002028|0||1|Y
695002026|0||1|Y
696002332|0||1|Y
697002011|0||1|Y
698002357|0||1|Y
698002364|0||1|Y
698002512|0||1|Y
698002648|0||1|Y
703003681|0||1|Y
703008716|0||1|Y
703011479|0||1|Y
703012205|0||1|Y
703014749|0||1|Y
703017470|0||1|Y
703019360|0||1|Y
703022586|0||1|Y
703031738|0||1|Y
703032370|0||1|Y
703033858|0||1|Y
703036041|0||1|Y
703039199|0||1|Y
703039671|0||1|Y
703042613|0||1|Y
703044310|0||1|Y
703046571|0||1|Y
703049295|0||1|Y
703049700|0||1|Y
703051209|0||1|Y
703055365|0||1|Y
703055909|0||1|Y
703061319|0||1|Y
703061884|0||1|Y
703063856|0||1|Y
708002494|0||1|Y
712002010|0||1|Y
712002013|0||1|Y
713002011|0||1|Y
713002352|0||1|Y
713002459|0||1|Y
719003053|0||1|Y
731002008|0||1|Y
737002010|0||1|Y
737002015|0||1|Y
737002016|0||1|Y
741002005|0||1|Y
743002207|0||1|Y
748002003|0||1|Y
756002003|0||1|Y
760002139|0||1|Y
760002315|0||1|Y
763002010|0||1|Y
765002008|0||1|Y
781002017|0||1|Y
792002063|0||1|Y
793002112|0||1|Y
796002173|0||1|Y
797002311|0||1|Y
798002008|0||1|Y
801002423|0||1|Y
802002012|0||1|Y
803002009|0||1|Y
803002472|0||1|Y
804002038|0||1|Y
804002051|0||1|Y
804002063|0||1|Y
804002088|0||1|Y
804002097|0||1|Y
804002098|0||1|Y
804003365|0||1|Y
804003670|0||1|Y
804004109|0||1|Y
814002001|0||1|Y
820002002|0||1|Y
827002006|0||1|Y
827002690|0||1|Y
831002638|0||1|Y
831003502|0||1|Y
831005891|0||1|Y
831012438|0||1|Y
831014724|0||1|Y
831017860|0||1|Y
831026257|0||1|Y
831026596|0||1|Y
831028493|0||1|Y
831031901|0||1|Y
831033530|0||1|Y
831033856|0||1|Y
831034881|0||1|Y
831036197|0||1|Y
831036893|0||1|Y
831038271|0||1|Y
831038272|0||1|Y
831038315|0||1|Y
831040070|0||1|Y
831040071|0||1|Y
831043519|0||1|Y
831044185|0||1|Y
831044566|0||1|Y
831046366|0||1|Y
831046754|0||1|Y
831046991|0||1|Y
831047079|0||1|Y
831047926|0||1|Y
831048034|0||1|Y
831048258|0||1|Y
831048259|0||1|Y
831050041|0||1|Y
831055737|0||1|Y
831058407|0||1|Y
831058579|0||1|Y
831063409|0||1|Y
831064509|0||1|Y
831068646|0||1|Y
831072122|0||1|Y
831072597|0||1|Y
831083977|0||1|Y
831086149|0||1|Y
831088751|0||1|Y
831088761|0||1|Y
831088769|0||1|Y
831089060|0||1|Y
831089170|0||1|Y
831092480|0||1|Y
831095174|0||1|Y
831095177|0||1|Y
831097286|0||1|Y
831097516|0||1|Y
831098017|0||1|Y
831099498|0||1|Y
831121727|0||1|Y
831122081|0||1|Y
831124727|0||1|Y
831124915|0||1|Y
831130934|0||1|Y
831137243|0||1|Y
831140375|0||1|Y
831141506|0||1|Y
831152473|0||1|Y
831165722|0||1|Y
831170028|0||1|Y
831176845|0||1|Y
831180396|0||1|Y
831183982|0||1|Y
831188278|0||1|Y
831197465|0||1|Y
831217752|0||1|Y
831220628|0||1|Y
831220845|0||1|Y
831225147|0||1|Y
831230350|0||1|Y
831231761|0||1|Y
831233437|0||1|Y
831241165|0||1|Y
831248942|0||1|Y
831252071|0||1|Y
831252102|0||1|Y
831252201|0||1|Y
831252374|0||1|Y
834002009|0||1|Y
837002161|0||1|Y
838002054|0||1|Y
839002003|0||1|Y
840002269|0||1|Y
844002020|0||1|Y
848002505|0||1|Y
854002154|0||1|Y
855002039|0||1|Y
865002503|0||1|Y
869002014|0||1|Y
875002004|0||1|Y
875002006|0||1|Y
880002082|0||1|Y
881002009|0||1|Y
881002122|0||1|Y
881002326|0||1|Y
881002456|0||1|Y
881002812|0||1|Y
881002817|0||1|Y
881002832|0||1|Y
881002980|0||1|Y
881002983|0||1|Y
881003037|0||1|Y
881003042|0||1|Y
881003073|0||1|Y
881003078|0||1|Y
881003151|0||1|Y
881003177|0||1|Y
881003209|0||1|Y
881003232|0||1|Y
881003239|0||1|Y
881003312|0||1|Y
881003451|0||1|Y
881003453|0||1|Y
881003501|0||1|Y
884002325|0||1|Y
889002009|0||1|Y
889002012|0||1|Y
891002008|0||1|Y
898002006|0||1|Y
899002012|0||1|Y
899002015|0||1|Y
902002004|0||1|Y
905002007|0||1|Y
905002148|0||1|Y
908002050|0||1|Y
908003259|0||1|Y
908018683|0||1|Y
908036120|0||1|Y
908044310|0||1|Y
908049836|0||1|Y
908054022|0||1|Y
908061992|0||1|Y
908062856|0||1|Y
921002006|0||1|Y
922002003|0||1|Y
926002011|0||1|Y
926002386|0||1|Y
938002009|0||1|Y
943002022|0||1|Y
943002023|0||1|Y
943002025|0||1|Y
944002003|0||1|Y
945002011|0||1|Y
946002456|0||1|Y
954002079|0||1|Y
958002009|0||1|Y
964002006|0||1|Y
965002646|0||1|Y
967002016|0||1|Y
967002017|0||1|Y
968002015|0||1|Y
969002012|0||1|Y
969002067|0||1|Y
969002189|0||1|Y
969002214|0||1|Y
969002271|0||1|Y
969002401|0||1|Y
969002404|0||1|Y
969002409|0||1|Y
969002410|0||1|Y
969002558|0||1|Y
969002634|0||1|Y
969002722|0||1|Y
969002789|0||1|Y
969002819|0||1|Y
972002007|0||1|Y
972002012|0||1|Y
977002040|0||1|Y
979002028|0||1|Y
989002355|0||1|Y
992002310|0||1|Y
