1NWE-MD013-BAND08|01-APR-16|31-MAR-17|1NWE-MD013: Phased UU Drainage-Site Area for band 08|Active||Test|SW
1STWmMS001|01-APR-16|31-MAR-17|1STWmMS001: Measured Used Water NHH Standard |Active||Test|MS
1STWmMS866|01-APR-16|31-MAR-17|1STWmMS866: Measured Used Water NHH 2750m3free|Active||Test|MS
1STWmMS883|01-APR-16|31-MAR-17|1STWmMS883: Measured Used Water NHH 10350m3fre|Active||Test|MS
1STWmMSC|01-APR-16|31-MAR-17|1STWmMSC: Measured Used Water NHH MSC Only |Active||Test|MS
1STW-MS001|01-APR-16|31-MAR-17|1STW-MS001: Measured Used Water NHH Standard |Active||Test|MS
1STW-MS802|01-APR-16|31-MAR-17|1STW-MS802: Measured Used Water NHH 8000m3free|Active||Test|MS
1STW-MS803|01-APR-16|31-MAR-17|1STW-MS803: Measured Used Water NHH 360m3free |Active||Test|MS
1STW-MS823|01-APR-16|31-MAR-17|1STW-MS823: Measured Used Water NHH 30m3 free |Active||Test|MS
1STW-MS825|01-APR-16|31-MAR-17|1STW-MS825: Measured Used Water NHH 50m3 free |Active||Test|MS
1STW-MS830|01-APR-16|31-MAR-17|1STW-MS830: Measured Used Water NHH 90m3 free |Active||Test|MS
1STW-MS833|01-APR-16|31-MAR-17|1STW-MS833: Measured Used Water NHH 130m3 free|Active||Test|MS
1STW-MS835|01-APR-16|31-MAR-17|1STW-MS835: Measured Used Water NHH 150m3 free|Active||Test|MS
1STW-MS836|01-APR-16|31-MAR-17|1STW-MS836: Measured Used Water NHH 170m3 free|Active||Test|MS
1STW-MS855|01-APR-16|31-MAR-17|1STW-MS855: Measured Used Water NHH 850m3 free|Active||Test|MS
1STW-MS896|01-APR-16|31-MAR-17|1STW-MS896: Measured Used Water NHH Direct Dis|Active||Test|MS
1STW-MSC|01-APR-16|31-MAR-17|1STW-MSC: Measured Used Water NHH MSC Only|Active||Test|MS
1STW-MUW01|01-APR-16|31-MAR-17|1STW-MUW01: Other Used Water NHH OUW_Vol|Active||Test|MS
1STW-MUW02|01-APR-16|31-MAR-17|1STW-MUW02: Other Used Water NHH OUW_Fix|Active||Test|MS
1STW-NoMSC|01-APR-16|31-MAR-17|1STW-NoMSC: Measured Used Water NHH Usage Only|Active||Test|MS
1STW-OUW01|01-APR-16|31-MAR-17|1STW-OUW01: Other Used Water NHH OUW_Vol|Active||Test|MS
1STW-OUW02|01-APR-16|31-MAR-17|1STW-OUW02: Other Used Water NHH LU_OUW_Vol|Active||Test|MS
1STW-OUW03|01-APR-16|31-MAR-17|1STW-OUW03: Other Used Water NHH  Nil_Con_Vol|Active||Test|MS
1ANG-MS001|01-APR-16|31-MAR-17|1ANG-MS001: Anglian Measured Sewerage NHH Commercial|Active||Test|MS
